蜂群</a>,golang 服务端开发工程师,1-3年,12-15K,深圳 南山区 科技园
边锋</a>,golang工程师,1-3年,12-20K,深圳 宝安区 新安
,Go服务端开发工程师-Airpay,3-5年,20-40K,深圳 南山区 科技园
小步网络</a>,GO/C++后台高级工程师,3-5年,18-30K,深圳 宝安区 西乡
复临科技</a>,Go工程师,1-3年,15-25K,深圳 南山区 大冲
熊猫书院</a>,后端开发工程师/实习（Go/Python/PHP）,经验不限,8-13K,深圳  
博雅互动</a>,Golang语言开发工程师,3-5年,18-30K,深圳 南山区 西丽
耀京科技</a>,Golang开发工程师,1-3年,15-25K,深圳 南山区 科技园
睿云智合</a>,Golang开发工程师,3-5年,15-30K,深圳 南山区 科技园
深圳云帆加速</a>,go开发工程师,3-5年,18-30K,深圳 南山区 科技园
凯儿得乐</a>,golang 研发工程师,3-5年,15-20K,深圳 龙岗区 大运
乐云无线</a>,go服务端主程,1-3年,15-20K,深圳 南山区 科技园
深圳云帆加速</a>,golang高级工程师,1-3年,15-25K,深圳 南山区 科技园
腾讯</a>,Golang开发工程师,3-5年,20-40K,深圳 南山区 科技园
,golang 开发工程师,3-5年,12-24K,深圳 宝安区 西乡
,GO开发工程师,3-5年,15-30K,深圳 南山区 南头
大旺科技</a>,Golang开发工程师,1-3年,11-20K,深圳 宝安区 松岗
OPPO</a>,高级研发工程师(Golang),经验不限,20-40K,深圳 南山区 深圳湾
前海数维</a>,高级Golang开发工程师,3-5年,30-40K,深圳 福田区 购物公园
,Go 服务端开发工程师（售后）,3-5年,20-40K,深圳 南山区 科技园
腾讯</a>,在线教育c++/java/go后台高级研发工程师,5-10年,23-34K,深圳 南山区 科技园
腾讯</a>,Go后台开发工程师,3-5年,23-35K,深圳 南山区 科技园
威锋网</a>,GO后台开发工程师,1-3年,8-10K,深圳 南山区 蛇口
vivo</a>,自动化平台高级研发工程师（java、go方向）,经验不限,20-30K,深圳 宝安区 新安
度创</a>,资深后端开发工程师（go/C++/Python）,3-5年,25-50K,深圳 南山区 科技园
智象科技</a>,Go高级后台开发,3-5年,15-30K,深圳 南山区 科技园
Bindo</a>,Golang 工程师,5-10年,18-35K,深圳 南山区 科技园
,Go 服务端开发工程师,3-5年,20-40K,深圳 南山区 科技园
万汇互联</a>,go语言研发工程师,3-5年,16-30K,深圳 南山区 科技园
Bindo</a>,golang开发工程师,3-5年,15-30K,深圳 南山区 科技园
迅龙软件</a>,Golang开发工程师,3-5年,15-25K,深圳 宝安区 西乡
星际大陆</a>,go语言开发工程师,1-3年,10-15K,深圳 宝安区 西乡
华远云联</a>,Golang开发工程师,3-5年,15-25K,深圳 南山区 西丽
追一科技</a>,资深C++/GO后台开发工程师,5-10年,30-50K,深圳 南山区 科技园
立新出行</a>,Golang后台开发工程师,3-5年,25-35K,深圳 宝安区 宝安中心
火币网</a>,高级GO开发工程师,3-5年,20-35K,深圳 南山区 科技园
,Golang高级后台开发工程师,3-5年,25-35K,深圳 南山区 科技园
非零无限</a>,golang工程师,1-3年,6-9K,深圳 南山区 南头
追一科技</a>,C++/GO后台开发工程师,1-3年,20-35K,深圳 南山区 科技园
深圳开拍网</a>,高级后台开发工程师(GO),3-5年,14-20K,深圳 南山区 科技园
乐推科技</a>,golang服务器开发工程师,1-3年,20-30K,深圳 宝安区 新安
平安科技</a>,云存储后台开发工程师(Golang),3-5年,15-25K,深圳 南山区 科技园
博雅互动</a>,初级Golang开发工程师,1-3年,11-20K,深圳 南山区 西丽
腾讯</a>,社交产品后台开发（GO语言）,1-3年,15-30K,深圳 南山区 科技园
普特医学</a>,GO开发工程师,3-5年,15-22K,深圳 南山区 西丽
洛克互娱</a>,Golang,经验不限,10-20K,深圳 南山区 科技园
平安</a>,golang开发工程师,3-5年,15-30K,深圳 南山区 科技园
小鱼区块链</a>,GO语言开发工程师,3-5年,40-80K,深圳 宝安区 新安
互联金服</a>,Golang开发工程师,3-5年,15-20K,深圳 南山区 科技园
史蒂夫</a>,C++/golang高级开发工程师,3-5年,25-35K,深圳 南山区 科技园
深度教育</a>,Golang开发工程师,3-5年,10-15K,深圳 南山区 西丽
梦享网络深圳</a>,Golang开发工程师,1-3年,10-15K,深圳 南山区 科技园
羚羊极速</a>,GO开发工程师,1-3年,13-20K,深圳 南山区 科技园
卖座网</a>,全栈工程师（C/C++、JAVA、Golang）,3-5年,18-30K,深圳 南山区 科技园
,Golang开发工程师,3-5年,15-30K,深圳  
Xsky</a>,存储应用开发工程师（go语言方向）,3-5年,15-30K,深圳 南山区 科技园
Xsky</a>,golang开发工程师（2019应届毕业生）,应届生,10-15K,深圳 南山区 科技园
史蒂夫</a>,Go/c++开发工程师,3-5年,15-25K,深圳 南山区 科技园
智象科技</a>,Go高级后台开发,1-3年,13-20K,深圳 南山区 科技园
SmartX</a>,后台开发工程师 （Python、Golang）,经验不限,20-40K,深圳 南山区 科技园
非零无限</a>,中级开发工程师（golang）,5-10年,15-20K,深圳 南山区 南头
天鲲</a>,Golang游戏服务器开发,3-5年,20-30K,深圳 南山区 科技园
腾讯</a>,在线教育Golang高级后台开发工程师（深圳）,5-10年,30-50K,深圳 南山区 科技园
深圳诚游互动</a>,Golang开发工程师,3-5年,12-24K,深圳 宝安区 西乡
么么嗖</a>,高级软件开发工程师（全栈/Java/C/C++/Go）,3-5年,15-30K,深圳 南山区 科技园
,基础架构开发工程师（go）,5-10年,25-35K,深圳 南山区 科技园
腾讯</a>,c++/java/go后台高级研发工程师,3-5年,30-50K,深圳 南山区 科技园
网优北方</a>,Python工程师（Go工程师）,1-3年,12-18K,深圳 宝安区 新安
御途网</a>,Golang软件工程师,经验不限,8-16K,深圳 坪山区 坪山
指尖云</a>,高级golang工程师,1-3年,15-30K,深圳 南山区 南头
御途网</a>,高级Golang开发工程师,3-5年,13-26K,深圳 坪山区 坪山
森木园艺</a>,Golang后台开发工程师,3-5年,22-40K,深圳 南山区 科技园
森木园艺</a>,c++/go云计算研发工程师,3-5年,22-44K,深圳 南山区 科技园
腾讯音乐</a>,腾讯音乐后台开发工程师（Go）,3-5年,20-30K,深圳 南山区 科技园
森木园艺</a>,Go/C++服务器后台开发工程师,3-5年,20-37K,深圳 南山区 科技园
中联创新</a>,后端开发工程师(C++/GO),3-5年,18-36K,深圳 龙岗区 万科
森木园艺</a>,后台开发工程师（c++/go）,3-5年,20-35K,深圳 南山区 科技园
优伴教育</a>,golang开发工程师,1-3年,8-16K,深圳 宝安区 西乡
亿亿科技</a>,GO开发工程师,1-3年,15-30K,深圳 南山区 科技园
腾讯</a>,手Q后台Golang开发工程师,1-3年,15-30K,深圳 南山区 科技园
追一科技</a>,Golang开发工程师,经验不限,15-30K,深圳 南山区 科技园
途越科技</a>,golang,3-5年,12-13K,深圳 南山区 科技园
迅雷网络</a>,后台开发(Python/C++/Go),3-5年,15-30K,深圳 南山区 科技园
迅雷网络</a>,账号支付-Go开发,3-5年,15-30K,深圳 南山区 科技园
万兴科技</a>,高级GO开发工程师,3-5年,20-35K,深圳 南山区 科技园
中尚科技</a>,Golang服务端工程师,1-3年,12-18K,深圳 龙华区 龙华
丰捷软件</a>,Golang开发工程师,1年以内,7-14K,深圳 宝安区 新安
,高级后台开发工程师（GO/java/python)）,3-5年,16-30K,深圳 南山区 西丽
好推</a>,go高级开发工程师,3-5年,20-21K,深圳 龙华区 民治
艾肯麦客</a>,GO后台开发工程师,1-3年,7-10K,深圳 南山区 西丽
普善科技</a>,Go语言高级工程师,3-5年,15-20K,深圳 南山区 科技园
云尚云</a>,Go/C++服务器后台开发工程师,3-5年,25-35K,深圳 南山区 南头
萨克森</a>,Golang,1-3年,11-20K,深圳 南山区 科技园
OPPO</a>,Golang高级研发工程师,5-10年,30-50K,深圳 南山区 深圳湾
迅雷网络</a>,golang 架构师,5-10年,20-35K,深圳 南山区 科技园
明源云客</a>,Golang工程师,3-5年,18-30K,深圳 南山区 科技园
诺和佳</a>,golang高级程序员,5-10年,30-35K,深圳  
史蒂夫</a>,Go/C++中级开发工程师,3-5年,15-25K,深圳 南山区 科技园
奇未智能科技</a>,Golang 后台开发,5-10年,15-30K,深圳 南山区 南头
途灵旅行</a>,go语言开发工程师,1-3年,8-16K,深圳 龙岗区 坂田
狗尾草科技</a>,后台开发工程师（Go/C++）,经验不限,18-35K,深圳 南山区 科技园
智物联</a>,Golang工程师（中级）,1-3年,10-16K,深圳 宝安区 新安
双优网络科技</a>,Golang,3-5年,20-30K,深圳 南山区 科技园
唯诺百川</a>,Golang,1-3年,12-20K,深圳 南山区 深圳湾
中联创新</a>,后端开发工程师(C++/GO),1-3年,18-36K,深圳 龙岗区 万科
优学链</a>,Go语言开发工程师,1-3年,16-26K,深圳 南山区 科技园
狗尾草</a>,Golang后台开发工程师,3-5年,16-30K,深圳  
华溯时代</a>,Go服务端开发工程师,经验不限,30-60K,深圳 罗湖区 地王
链报信息咨询有限公司</a>,Golang工程师,3-5年,15-30K,深圳 南山区 南油
三四时代科技</a>,golang开发工程师,3-5年,10-20K,深圳 南山区 科技园
,10-20K,大专,深圳 南山区 科技园,3-5年
麦点传媒科技</a>,GO语言研发工程师,1-3年,10-15K,深圳 南山区 科技园
创势科技</a>,golang资深工程师,3-5年,18-35K,深圳 南山区 科技园
腾讯</a>,儿童英语GO语言开发工程师,1-3年,18-36K,深圳 南山区 科技园
新蜜蜂科技</a>,Golang,1-3年,14-17K,深圳 宝安区 宝安中心
腾讯</a>,腾讯微校产品后台开发（PHP或Go语言）（深圳）,5-10年,18-36K,深圳 南山区 科技园
万兴科技</a>,资深GO开发工程师,5-10年,20-30K,深圳 南山区 科技园
平安科技</a>,golang工程师,3-5年,14-28K,深圳 南山区 科技园
腾讯音乐</a>,Golang,3-5年,20-40K,深圳 南山区 科技园
瑞昇</a>,Go开发架构师,3-5年,25-30K,深圳 龙岗区 万科
数帝</a>,go语言开发工程师,1-3年,15-25K,深圳 龙华区 民治
腾讯</a>,后台开发工程师（c++/java/golang）,3-5年,20-35K,深圳 南山区 科技园
蜂群</a>,golang 服务端开发工程师,1-3年,13-26K,深圳 南山区 科技园
智能财富</a>,高级Golang工程师,1年以内,20-24K,深圳 南山区 科技园
星际节点区块链</a>,Golang,3-5年,10-15K,深圳 南山区 科技园
玉立砂带集团股份</a>,c++/go云计算研发工程师,1-3年,24-35K,深圳 南山区 科技园
传易互联</a>,golang数据开发工程师,1-3年,13-23K,深圳 南山区 科技园
腾云</a>,Golang,3-5年,15-30K,深圳 福田区 梅林
腾龙区块链</a>,Go/Golang 语言,3-5年,20-30K,深圳 南山区 科技园
奇未智能科技</a>,Golang,3-5年,15-30K,深圳 南山区 科技园
腾龙区块链</a>,高级后台开发工程师（Go/C++）,5-10年,20-30K,深圳 南山区 科技园
,20-25K,本科,深圳 南山区 科技园,3-5年
非零无限</a>,Golang,1-3年,10-20K,深圳 南山区 南头
平安科技</a>,Golang,5-10年,20-35K,深圳 南山区 科技园
狗尾草</a>,后台开发工程师（Go/C++）,3-5年,15-30K,深圳 南山区 科技园
MINIEYE</a>,Golang开发工程师,经验不限,15-30K,深圳 南山区 科技园
迅雷网络</a>,java/go开发工程师,5-10年,20-40K,深圳 南山区 科技园
平安科技</a>,Golang开发工程师,经验不限,20-30K,深圳 南山区 科技园
深圳盛游天下科技...</a>,Golang服务端开发工程师,3-5年,13-25K,深圳 南山区 科技园
金蝶蝶金</a>,golang开发工程师,3-5年,15-30K,深圳 南山区 科技园
立新出行</a>,golang后台开发,1-3年,15-25K,深圳 宝安区 宝安中心
一弘投资</a>,Golang,1-3年,30-50K,深圳 福田区 岗厦
小象网</a>,go/golang开发工程师,3-5年,15-25K,深圳 南山区 白石洲
星际节点区块链</a>,Golang工程师,3-5年,10-15K,深圳 南山区 科技园
汇计算</a>,C++、Golang高级工程师,3-5年,20-36K,深圳 南山区 深圳湾
腾讯互娱</a>,Golang,3-5年,1-2K,深圳 南山区 科技园
万科集团</a>,Go语言开发工程师,5-10年,20-35K,深圳 南山区 科技园
腾讯</a>,Golang后台开发工程师,1-3年,15-25K,深圳 南山区 科技园
夸克链</a>,GO后台开发工程师,3-5年,15-30K,深圳 南山区 科技园
丰远国际</a>,golang开发工程师,3-5年,15-30K,深圳 福田区 车公庙
咸鱼文化</a>,golang开发工程师,1-3年,15-30K,深圳 福田区 八卦岭
华为</a>,golang高级工程师,5-10年,25-50K,深圳 南山区 科技园
云令牌</a>,GO区块链开发工程师,3-5年,15-25K,深圳 南山区 南山中心
睿立德</a>,Golang高级开发工程师,3-5年,25-35K,深圳 南山区 南头
潜一</a>,golang开发工程师,3-5年,10-20K,深圳 南山区 科技园
华为</a>,Golang高级开发工程师,3-5年,20-40K,深圳 龙岗区 万科
vivo</a>,自动化平台高级研发工程师（java，go方向）,3-5年,20-40K,深圳 宝安区 宝安中心
腾讯</a>,golang开发工程师,1-3年,10-20K,深圳 南山区 科技园
腾讯</a>,Golang,1-3年,15-30K,深圳 南山区 科技园
深圳梨享计算有限公司</a>,go/golang开发工程师,经验不限,10-20K,深圳  
梦享网络</a>,Golang,3-5年,13-26K,深圳 南山区 科技园
享客商城</a>,go语言技术开发,1-3年,10-13K,深圳 南山区 科技园
共济科技</a>,Golang,1-3年,15-20K,深圳 南山区 科技园
腾讯</a>,Golang高级开发工程师,3-5年,20-35K,深圳 南山区 科技园
非常道</a>,golang工程师,1-3年,10-20K,深圳 南山区 深圳湾
中文路</a>,Golang后端开发,3-5年,15-30K,深圳 福田区 下沙
势必可赢</a>,golang开发工程师,3-5年,15-25K,深圳 南山区 科技园
高米科技</a>,Golang开发工程师,1年以内,15-18K,深圳 龙华区 民治
淘金世家</a>,go高级开发工程师,5-10年,20-35K,深圳 南山区 科技园
智汇云信</a>,C++/Go后端开发,3-5年,18-25K,深圳 南山区 科技园
高晟华屹</a>,Golang,3-5年,15-30K,深圳 宝安区 新安
OPPO</a>,Golang,1-3年,15-30K,深圳 南山区 深圳湾
金世通</a>,Golang,经验不限,15-18K,深圳 福田区 下沙
共赢链</a>,Golang后台开发工程师,1-3年,8-16K,深圳 南山区 科技园
华颂</a>,区块链 Golang,3-5年,20-30K,深圳 南山区 科技园
深圳慧电</a>,golang后台开发工程师,3-5年,8-15K,深圳 宝安区 西乡
环球易购</a>,Golang开发工程师,5-10年,15-25K,深圳 南山区 南山中心
浩海云</a>,Golang开发工程师,1-3年,10-20K,深圳 龙华区 民治
非常道</a>,golang开发工程师,1-3年,10-20K,深圳 南山区 深圳湾
我要娱乐</a>,golang 游戏后台开发,1-3年,10-20K,深圳 南山区 西丽
恋上互联网</a>,go高级开发工程师,3-5年,17-26K,深圳 南山区 科技园
鸿彩易联网络技术</a>,Golang,5-10年,20-40K,深圳 龙岗区 横岗
互联金服</a>,Golang,1-3年,10-20K,深圳 南山区 科技园
泽云科技</a>,go语言开发工程师,1-3年,12-17K,深圳 南山区 科技园
华诺</a>,Golang软件工程师,1-3年,15-22K,深圳 宝安区 新安
众联网游</a>,Golang,1-3年,8-15K,深圳 宝安区 西乡
蜂链科技</a>,区块链开发Go语言,1-3年,12-24K,深圳 南山区 科技园
腾讯</a>,Golang/C++开发工程师,1-3年,15-30K,深圳 南山区 科技园
健康互动科技</a>,Golang,1-3年,6-12K,深圳 南山区 科技园
深圳金智软件</a>,golang软件开发工程师,1-3年,13-20K,深圳 南山区 科技园
脚印数据</a>,go语言服务端开发工程师,5-10年,15-25K,深圳 南山区 科技园
天源锦合</a>,JAVA软件开发工程师,1-3年,7-12K,深圳 福田区 车公庙
腾讯</a>,30359-容器云后台开发工程师（深圳）,3-5年,25-35K,深圳 南山区 科技园
腾讯</a>,人力资源领域应用开发工程师,3-5年,15-30K,深圳 南山区 科技园
顺丰科技</a>,后端开发工程师,5-10年,30-50K,深圳 南山区 科技园
北鱼科技</a>,iOS,3-5年,15-25K,深圳 罗湖区 笋岗
腾讯</a>,30359-容器云运维工程师,3-5年,25-35K,深圳 南山区 科技园
TTG</a>,区块链研发工程师,经验不限,15-30K,深圳 南山区 科技园
腾讯</a>,Python,3-5年,20-40K,深圳 南山区 科技园
腾讯</a>,微信后台开发工程师（深圳/广州）,1-3年,25-50K,深圳 南山区 科技园
vivo</a>,容器云工程师,1年以内,25-50K,深圳 宝安区 宝安中心
百度</a>,后台开发工程师,经验不限,15-30K,深圳 南山区 科技园
SmartX</a>,网络虚拟化工程师,经验不限,20-40K,深圳 南山区 科技园
SmartX</a>,后端开发工程师,经验不限,20-40K,深圳 南山区 科技园
腾语科技</a>,游戏后端开发（游戏服务端/服务器）,1年以内,10-15K·13薪,深圳 南山区 南油
SmartX</a>,后端开发工程师,经验不限,20-40K,深圳 南山区 科技园
腾讯</a>,IEG—PHP研发工程师,1-3年,20-30K,深圳 南山区 科技园
SmartX</a>,后端开发工程师,经验不限,20-40K,深圳 南山区 科技园
XMind</a>,后端开发,1-3年,12-24K,深圳 南山区 深圳湾
,后台开发工程师,5-10年,20-40K,深圳 南山区 科技园
卡为集团</a>,后台服务器开发,3-5年,13-25K,深圳 南山区 科技园
,25-30K,本科,深圳 南山区 科技园,3-5年
金斗云</a>,可能是BOSS上最吊的销售招聘,1-3年,4-5K,深圳 南山区 蛇口
,30-50K,学历不限,深圳 南山区 科技园,5-10年
SmartX</a>,后端开发工程师,经验不限,20-40K,深圳 南山区 科技园
SmartX</a>,后端开发工程师,经验不限,20-40K,深圳 南山区 科技园
SmartX</a>,后台开发工程师,经验不限,20-40K,深圳 南山区 科技园
SmartX</a>,高级软件工程师 -- 集群管理,经验不限,20-40K,深圳 南山区 科技园
百度</a>,实时计算研发工程师,1-3年,20-40K,深圳 南山区 科技园
,基础平台-架构研发工程师,3-5年,20-40K,深圳 南山区 科技园
深圳宙游</a>,游戏服务端程序,经验不限,10-20K,深圳 福田区 梅林
腾讯</a>,后台开发,3-5年,25-50K,深圳 南山区 科技园
深圳宙游</a>,手游服务端程序,经验不限,10-20K,深圳 福田区 梅林
深圳宙游</a>,手游服务端程序,经验不限,10-20K,深圳 福田区 梅林
天宏设计</a>,室内设计师,3-5年,1-2K,深圳 罗湖区 笋岗
秒行智能</a>,PHP高级工程师,3-5年,15-20K,深圳 龙岗区 布吉
宏申</a>,Android开发工程师,1-3年,8-10K,深圳 龙岗区 平湖
追一科技</a>,追一科技,3-5年,20-40K,深圳 南山区 科技园
腾讯</a>,OMG-golong开发工程师,1-3年,17-34K,深圳 南山区 科技园
腾讯</a>,在线教育产品后台开发工程师,5-10年,15-30K,深圳 南山区 科技园
腾讯</a>,推荐系统工程师,1-3年,20-35K,深圳 南山区 科技园
腾讯</a>,C++，php，嵌入式,1年以内,10-11K,深圳 南山区 科技园
天杭科技</a>,自动化测试工程师,3-5年,15-20K,深圳 龙华区 民治
天崇实业</a>,产品经理,经验不限,15-20K,深圳 南山区 科技园
天崇实业</a>,技术,经验不限,10-15K,深圳 南山区 科技园
腾语科技</a>,游戏后端开发工程师,3-5年,15-30K,深圳 南山区 南油
,25-50K,本科,深圳 南山区 科技园,5-10年
轰炸机</a>,摄影师,经验不限,4-8K,深圳 龙岗区 坂田
腾讯</a>,内容后台开发工程师,1-3年,20-40K,深圳 南山区 科技园
